id,character,title,voice_line,requirements,about,nation
2391,Sangonomiya Kokomi,Anything To Share: Periodicals,"Among Yae Publishing House's various publications, my personal favorite is the Teyvat Art of War. See, it has articles on classic military campaigns, as well as detailed analysis and commentary from famous strategists. There are a few that I particularly enjoy... Here, let me read them to you.",Friendship Lv. 4,,Inazuma
2392,Sangonomiya Kokomi,Anything To Share: Diving,"The world below water is not bright and sunny like that of dry land. Still, whenever I lend myself to the deep, my heart gradually fills with a permeating sense of peace. Fish move in faraway shoals, jellyfish dance around me, and my troubles start to simply wash away. Mmm... I could take you to see it sometime, what do you think?",Friendship Lv. 4,,Inazuma
2393,Sangonomiya Kokomi,Interesting Things,"I simply love Watatsumi Sango Pearls... They're not just a source of income for Watatsumi Island, but a gift from the sea itself.",Friendship Lv. 4,,Inazuma
2394,Sangonomiya Kokomi,About Gorou,"Gorou is an exceptional general... sincere, determined, and courageous. He has a strong camaraderie with the troops and is able to come up with creative battle plans. He does, however, have one shortcoming... He often lets the excitement of battle get to his head. If you are ever deployed to the battlefield together, be sure to have a good rein on him when things get underway.",Friendship Lv. 4,Gorou,Inazuma
2395,Sangonomiya Kokomi,About Kujou Sara,"Mmm... I must admit, Kujou Sara is an opponent that cannot be taken lightly. She seldom employs cunning strategy, but her performance in open warfare is always admirable. The Shogun's Army places great trust in her abilities — they are united and ready to fight valiantly under her command, even to the death. Her forces have been a serious threat to the resistance on multiple occasions.",Friendship Lv. 4,Kujou Sara,Inazuma
2396,Sangonomiya Kokomi,About Yae Miko,"I have also heard of Guuji Yae's great deeds. In all fairness, I hold her to be an outstanding shrine maiden, and she has performed her duties marvelously. I even heard that she holds responsibility where Yae Publishing House's light novels are concerned. An enigmatic individual to say the least...",Friendship Lv. 4,Yae Miko,Inazuma
2397,Sangonomiya Kokomi,About Raiden Shogun,"Now that the Vision Hunt Decree is over, Watatsumi Island has once again returned to normal life. It has never been my intent to scrutinize the rights and wrongs of the Shogun's actions, even to this day. What I do care about is the future of our island. It is my hope that the Shogun will fulfill her promise and that we can live with the Shogunate in peace. However, if there comes a day when she once again casts aside the aspirations of the people, I can assure you that we won't sit by and watch.",Friendship Lv. 4; Omnipresence Over Mortals,Raiden Shogun,Inazuma
2398,Sangonomiya Kokomi,About Beidou,"Ah... back when Beidou and I were carrying out ambushes against the Shogun's Army together, I raised my concerns that the enemy might detect our approach. But Beidou assured me of her fleet's unwavering discipline, and that raids could be carried out without detection. In the end, she was right, and that's exactly what happened. Now, every time the Watatsumi fleet encounters some sort of bottleneck, I consider inviting her to come and give them her instruction. There's no doubt, she runs a tight ship...",Friendship Lv. 4; Omnipresence Over Mortals,Beidou,Inazuma
2399,Sangonomiya Kokomi,About Kaedehara Kazuha,"Kazuha once came and bunked with the resistance for a time. If I'm not mistaken, he got along very well with Gorou — they would often fight side-by-side in battle. Kazuha has a carefree personality and doesn't like constraints, but he would follow every command to the letter when he was among our ranks. In my opinion, not only is he an outstanding swordsman, but a very refined character.",Friendship Lv. 4; Omnipresence Over Mortals,Kaedehara Kazuha,Inazuma
2400,Sangonomiya Kokomi,About Shikanoin Heizou,"Initially, I was astonished to see anyone coming to Watatsumi Island wearing a Tenryou Commission uniform. A Tenryou Commission samurai would never be that brazen, and a Tenryou Commission spy would never be that conspicuous. Shortly after, I discovered that he was a self-proclaimed ""detective"" by the name of Shikanoin, and that he took no interest in military, government, or commercial affairs. Instead, he seemed to have arrived for a bit of sightseeing. As such, I set a few eyes on him, but refrained from taking any action to remove him from the island. Be sure to talk to him if the chance ever presents itself.",Friendship Lv. 4,Shikanoin Heizou,Inazuma
2401,Sangonomiya Kokomi,More About Sangonomiya Kokomi: I,"No matter how pressing the situation may become, I must remain composed. If I let the stress get to me, then what can I expect from others around me?",,,Inazuma
2402,Sangonomiya Kokomi,More About Sangonomiya Kokomi: II,"Legend has it that our ancestors lived in a palace in the depths of the ocean, and that the god, Orobashi, brought us to the surface. I've often wondered, wouldn't a palace like that be too dark? Every time I think about it, I start to really appreciate the light...",Friendship Lv. 3,,Inazuma
2403,Sangonomiya Kokomi,More About Sangonomiya Kokomi: III,"After you left, the soldiers of Swordfish II nominated a temporary captain, but everyone was hoping that you'd return. I could only tell them that you'd been tasked with an important solo mission. If you get the chance, you should go visit them, I'm sure they'd love to see you.",Friendship Lv. 4; Omnipresence Over Mortals,,Inazuma
2404,Sangonomiya Kokomi,More About Sangonomiya Kokomi: IV,"A long time ago, I had no intention of becoming the Divine Priestess. My only goal was to study military strategy and become an adviser. That way, I could remain behind the scenes and lessen my overall burden. *sigh* Fate had other ideas in store... You can't defy that which flows in your veins.",Friendship Lv. 5,,Inazuma
2405,Sangonomiya Kokomi,More About Sangonomiya Kokomi: V,"After becoming the Divine Priestess, I gradually grew accustomed to this life. At the very least, I have the power to change something when it doesn't sit well with me. More importantly, this title allowed me to meet you, did it not?",Friendship Lv. 6,,Inazuma
2406,Sangonomiya Kokomi,Sangonomiya Kokomi's Hobbies,"Huh? What do I enjoy? Simple. I like to find a quiet place by myself and read books on strategy... Ahh, the whole day without interruption. I'd be even happier if we looked over some of it together... One thing though... You'd have to sleep on the floor.",,,Inazuma
2407,Sangonomiya Kokomi,Sangonomiya Kokomi's Troubles,"To be quite honest, I'm not particularly skilled at communicating with others. Putting on my ""Divine Priestess airs"" certainly makes things easier, but once I run out of energy, I start to get a bit negative. I prevent others from seeing that side of me at all costs. The people of Watatsumi Island need a perfect leader, not some girl who likes to wile away her time at home.",Warriors' Dreams Like Spring Grass Renewing,,Inazuma
2408,Sangonomiya Kokomi,Favorite Food,"I just love eating Bird Egg Sushi. The ingredients are easy to find, and it's simple to prepare... Ah... perfect for military life. Sitting down to eat Bird Egg Sushi in the midst of war might seem a bit extravagant, but in most cases, simple food like this brings great satisfaction to the soldiers.",,,Inazuma
2409,Sangonomiya Kokomi,Least Favorite Food,"Mm... If I had to say, I'm not fond of any sort of seafood. But please, keep this strictly confidential. The fishing industry is essential to Watatsumi Island, and if word were to get out that seafood wasn't my thing, I'm afraid morale would be gravely affected.",,,Inazuma
2410,Sangonomiya Kokomi,Receiving a Gift: I,"Yummy, this is delicious! And it seems my energy is also... Ahem, I mean... Never mind...",,,Inazuma
2411,Sangonomiya Kokomi,Receiving a Gift: II,"I like to take my time and eat slowly, that way I can enjoy it for longer.",,,Inazuma
2412,Sangonomiya Kokomi,Receiving a Gift: III,"Oh, it seems we're at an impasse.",,,Inazuma
2413,Sangonomiya Kokomi,Birthday,"Happy birthday! So, what are your plans for the day? Oh, why don't we celebrate on Watatsumi Island? First, I'll take you out at daybreak to see the sunrise, then we can go diving during the heat of the day. In the evening, we can go for a stroll around Sangonomiya Shrine. If it rains, we'll find somewhere cozy to hide out with a few strategy books, and try to bake a cake together! In any case, no need to plan anything, the grand strategist has everything thought out for you!",,,Inazuma
2414,Sangonomiya Kokomi,Feelings About Ascension: Intro,Brute force is not my modus operandi. But becoming stronger isn't a bad thing.,Ascension Phase 1,,Inazuma
2415,Sangonomiya Kokomi,Feelings About Ascension: Building Up,I'm just bubbling with energy... We'll make a formidable force in our next fight.,Ascension Phase 2,,Inazuma
2416,Sangonomiya Kokomi,Feelings About Ascension: Climax,"The moon shines bright over the depths of the seas as the tides come and go. It seems that as I go from strength to strength, so does my state of mind flow.",Ascension Phase 4,,Inazuma
2417,Sangonomiya Kokomi,Feelings About Ascension: Conclusion,"I often used to succumb to self-doubt. I would think to myself, ""Can a person like me really hold the title of Divine Priestess?"" Now, the thought hardly crosses my mind. When I'm with you, I seem to be able to cut straight through most problems.",Ascension Phase 6,,Inazuma
2418,Charlotte,Hello,"Hi there! I'm Charlotte, a journalist with The Steambird. It's a pleasure to meet you. If you've got time, would you be open to doing an exclusive interview? My journalistic instincts tell me that there's a treasure trove of news in you just bursting to get out!",,,Fontaine
